Name,No.,year,sex
Daryl,67,1964,Male
Francis,64,1964,Male
Karl,61,1964,Male
Hamish,61,1964,Male
Brendon,61,1964,Male
Carl,60,1964,Male
Stewart,58,1964,Male
Alexander,58,1964,Male
Alistair,58,1964,Male
David,1321,1965,Male
Michael,1075,1965,Male
Paul,906,1965,Male
Peter,880,1965,Male
John,858,1965,Male
Andrew,838,1965,Male
Mark,802,1965,Male
Stephen,715,1965,Male
Richard,593,1965,Male
Robert,592,1965,Male
Christopher,488,1965,Male
Craig,443,1965,Male
Darren,390,1965,Male
James,385,1965,Male
Anthony,368,1965,Male
Grant,366,1965,Male
Wayne,361,1965,Male
Shane,357,1965,Male
Steven,344,1965,Male
Gregory,329,1965,Male
Kevin,322,1965,Male
Dean,319,1965,Male
William,318,1965,Male
Ian,304,1965,Male
Bruce,295,1965,Male
Philip,288,1965,Male
Brett,257,1965,Male
Brian,250,1965,Male
Gary,239,1965,Male
Brent,238,1965,Male
Timothy,231,1965,Male
Tony,220,1965,Male
Simon,213,1965,Male
Stuart,208,1965,Male
Murray,208,1965,Male
Martin,205,1965,Male
Ross,201,1965,Male
Alan,190,1965,Male
Colin,189,1965,Male
Graeme,182,1965,Male
Phillip,172,1965,Male
Nigel,170,1965,Male
Warren,167,1965,Male
Glenn,164,1965,Male
Trevor,163,1965,Male
Barry,160,1965,Male
Graham,158,1965,Male
Neil,151,1965,Male
Raymond,148,1965,Male
Roger,146,1965,Male
Jeffrey,142,1965,Male
Allan,141,1965,Male
Thomas,140,1965,Male
Geoffrey,140,1965,Male
Kenneth,136,1965,Male
Russell,132,1965,Male
Malcolm,131,1965,Male
Darrin,130,1965,Male
Darryl,129,1965,Male
Patrick,123,1965,Male
Matthew,122,1965,Male
Gavin,118,1965,Male
Antony,116,1965,Male
Donald,113,1965,Male
Nicholas,111,1965,Male
Kerry,111,1965,Male
George,109,1965,Male
Darryn,109,1965,Male
Joseph,106,1965,Male
Daniel,105,1965,Male
Scott,102,1965,Male
Douglas,100,1965,Male
Lance,97,1965,Male
Sean,92,1965,Male
Rodney,92,1965,Male
Shayne,89,1965,Male
Adrian,88,1965,Male
Edward,87,1965,Male
Garry,84,1965,Male
Ronald,83,1965,Male
Keith,83,1965,Male
Glen,82,1965,Male
Kelvin,82,1965,Male
Carl,82,1965,Male
Gordon,80,1965,Male
Jonathan,78,1965,Male
Charles,75,1965,Male
Bryan,71,1965,Male
Daryl,68,1965,Male
Adam,68,1965,Male
Robin,67,1965,Male
Karl,66,1965,Male
Derek,65,1965,Male
Bernard,65,1965,Male
Neville,61,1965,Male
Gerard,60,1965,Male
Eric,60,1965,Male
Dennis,60,1965,Male
Brendon,59,1965,Male
Alexander,59,1965,Male
David,1139,1966,Male
Michael,1117,1966,Male
Paul,947,1966,Male
Andrew,866,1966,Male
John,804,1966,Male
Peter,782,1966,Male
Mark,728,1966,Male
Stephen,695,1966,Male
Richard,619,1966,Male
Robert,598,1966,Male
Christopher,566,1966,Male
Craig,501,1966,Male
Shane,461,1966,Male
Wayne,388,1966,Male
Dean,370,1966,Male
Grant,364,1966,Male
Anthony,361,1966,Male
James,358,1966,Male
Darren,353,1966,Male
Gregory,343,1966,Male
Steven,324,1966,Male
Kevin,306,1966,Male
Ian,303,1966,Male
William,271,1966,Male
Philip,264,1966,Male
Gary,255,1966,Male
Simon,240,1966,Male
Tony,231,1966,Male
Timothy,222,1966,Male
Brett,221,1966,Male
Bruce,221,1966,Male
Brent,218,1966,Male
Brian,206,1966,Male
Murray,199,1966,Male
Phillip,198,1966,Male
Nigel,189,1966,Male
Martin,180,1966,Male
Stuart,177,1966,Male
Ross,172,1966,Male
Matthew,171,1966,Male
Alan,171,1966,Male
Warren,161,1966,Male
Glenn,153,1966,Male
Geoffrey,148,1966,Male
Thomas,147,1966,Male
Colin,145,1966,Male
Rodney,143,1966,Male
Russell,142,1966,Male
Raymond,140,1966,Male
Jeffrey,139,1966,Male
Graeme,136,1966,Male
Graham,136,1966,Male
Trevor,134,1966,Male
Gavin,134,1966,Male
Sean,133,1966,Male
Neil,133,1966,Male
Jason,133,1966,Male
Kenneth,131,1966,Male
Allan,127,1966,Male
Joseph,126,1966,Male
Scott,124,1966,Male
Barry,124,1966,Male
Patrick,123,1966,Male
Nicholas,117,1966,Male
Edward,114,1966,Male
Antony,111,1966,Male
Darryl,108,1966,Male
Roger,107,1966,Male
Jonathan,106,1966,Male
Douglas,103,1966,Male
Daniel,103,1966,Male
Aaron,99,1966,Male
Malcolm,97,1966,Male
Kerry,95,1966,Male
George,93,1966,Male
Derek,91,1966,Male
Lance,90,1966,Male
Donald,90,1966,Male
Darryn,87,1966,Male
Darrin,87,1966,Male
Ronald,85,1966,Male
Adrian,84,1966,Male
Carl,84,1966,Male
Karl,83,1966,Male
Charles,79,1966,Male
Hamish,76,1966,Male
Bryan,75,1966,Male
Keith,74,1966,Male
Kelvin,72,1966,Male
Brendan,72,1966,Male
Brendon,72,1966,Male
Todd,71,1966,Male
Gordon,70,1966,Male
Adam,70,1966,Male
Shayne,69,1966,Male
Robin,68,1966,Male
Glen,68,1966,Male
Terry,67,1966,Male
Neville,67,1966,Male
Garry,66,1966,Male
David,1199,1967,Male
Michael,1174,1967,Male
Andrew,995,1967,Male
Paul,981,1967,Male
Mark,810,1967,Male
John,727,1967,Male
Stephen,698,1967,Male
Peter,668,1967,Male
Robert,581,1967,Male
Richard,577,1967,Male
Craig,536,1967,Male
Christopher,522,1967,Male
Dean,471,1967,Male
Shane,446,1967,Male
Steven,396,1967,Male
Grant,387,1967,Male
Wayne,377,1967,Male
Anthony,375,1967,Male
James,373,1967,Male
Kevin,314,1967,Male
Brett,271,1967,Male
Tony,264,1967,Male
Gregory,260,1967,Male
Ian,257,1967,Male
Darren,250,1967,Male
Brent,249,1967,Male
William,242,1967,Male
Jason,237,1967,Male
Gary,236,1967,Male
Philip,234,1967,Male
Simon,212,1967,Male
Nigel,210,1967,Male
Timothy,200,1967,Male
Alan,198,1967,Male
Brian,193,1967,Male
Bruce,189,1967,Male
Matthew,187,1967,Male
Stuart,186,1967,Male
Martin,186,1967,Male
Warren,177,1967,Male
Murray,171,1967,Male
Rodney,167,1967,Male
Glenn,160,1967,Male
Graeme,158,1967,Male
Patrick,156,1967,Male
Sean,154,1967,Male
Phillip,152,1967,Male
Geoffrey,152,1967,Male
Ross,150,1967,Male
Neil,145,1967,Male
Colin,144,1967,Male
Scott,143,1967,Male
Thomas,143,1967,Male
Graham,133,1967,Male
Kenneth,132,1967,Male
Gavin,130,1967,Male
Jeffrey,129,1967,Male
Nicholas,125,1967,Male
Russell,119,1967,Male
Trevor,119,1967,Male
Edward,119,1967,Male
Allan,119,1967,Male
Raymond,118,1967,Male
Kerry,115,1967,Male
Adrian,115,1967,Male
Barry,115,1967,Male
Antony,114,1967,Male
Carl,114,1967,Male
Roger,110,1967,Male
Daniel,108,1967,Male
Malcolm,107,1967,Male
Jonathan,107,1967,Male
Glen,105,1967,Male
Karl,101,1967,Male
Aaron,101,1967,Male
Darryl,99,1967,Male
Joseph,98,1967,Male
Douglas,98,1967,Male
Adam,95,1967,Male
George,85,1967,Male
Keith,85,1967,Male
Todd,81,1967,Male
Donald,81,1967,Male
Derek,79,1967,Male
Bryan,78,1967,Male
Shaun,77,1967,Male
Hamish,76,1967,Male
Charles,74,1967,Male
Terry,73,1967,Male
Lance,72,1967,Male
Kelvin,70,1967,Male
Brendan,68,1967,Male
Dion,65,1967,Male
Brendon,65,1967,Male
Darryn,64,1967,Male
Gordon,63,1967,Male
Daryl,62,1967,Male
Leslie,60,1967,Male
Alexander,60,1967,Male
Samuel,59,1967,Male
Michael,1123,1968,Male
David,1121,1968,Male
Andrew,965,1968,Male
Paul,959,1968,Male
Mark,841,1968,Male
Christopher,706,1968,Male
Peter,683,1968,Male
John,668,1968,Male
Richard,639,1968,Male
Stephen,635,1968,Male
Robert,608,1968,Male
Shane,580,1968,Male
Craig,526,1968,Male
Wayne,417,1968,Male
James,388,1968,Male
Dean,382,1968,Male
Grant,379,1968,Male
Steven,372,1968,Male
Jason,346,1968,Male
Anthony,329,1968,Male
Gregory,313,1968,Male
Brent,308,1968,Male
Simon,277,1968,Male
William,262,1968,Male
Ian,262,1968,Male
Kevin,248,1968,Male
Brett,245,1968,Male
Timothy,235,1968,Male
Nigel,230,1968,Male
Tony,227,1968,Male
Philip,227,1968,Male
Matthew,220,1968,Male
Brian,212,1968,Male
Glenn,211,1968,Male
Gary,208,1968,Male
Scott,207,1968,Male
Darren,197,1968,Male
Sean,193,1968,Male
Phillip,190,1968,Male
Nicholas,183,1968,Male
Bruce,183,1968,Male
Alan,177,1968,Male
Stuart,169,1968,Male
Martin,167,1968,Male
Shaun,166,1968,Male
Ross,165,1968,Male
Graeme,162,1968,Male
Aaron,160,1968,Male
Colin,159,1968,Male
Murray,158,1968,Male
Rodney,155,1968,Male
Geoffrey,155,1968,Male
Warren,154,1968,Male
Gavin,147,1968,Male
Patrick,143,1968,Male
Allan,131,1968,Male
Jeffrey,130,1968,Male
Jonathan,129,1968,Male
Trevor,128,1968,Male
Barry,124,1968,Male
Daniel,123,1968,Male
Raymond,120,1968,Male
Glen,119,1968,Male
Thomas,118,1968,Male
Joseph,115,1968,Male
Brendon,114,1968,Male
Adrian,114,1968,Male
Kerry,111,1968,Male
Neil,110,1968,Male
Carl,110,1968,Male
Todd,108,1968,Male
Roger,107,1968,Male
Graham,107,1968,Male
Karl,107,1968,Male
Antony,107,1968,Male
Edward,102,1968,Male
Russell,98,1968,Male
Kelvin,97,1968,Male
Douglas,96,1968,Male
Kenneth,94,1968,Male
Derek,94,1968,Male
Malcolm,89,1968,Male
Hamish,85,1968,Male
Brendan,82,1968,Male
Adam,80,1968,Male
Lance,78,1968,Male
George,77,1968,Male
Blair,75,1968,Male
Donald,74,1968,Male
Darryl,73,1968,Male
Bryan,72,1968,Male
Terry,67,1968,Male
Justin,67,1968,Male
Jeremy,67,1968,Male
Daryl,64,1968,Male
Robin,62,1968,Male
Ronald,61,1968,Male
Dion,61,1968,Male
Samuel,58,1968,Male
Shayne,57,1968,Male
David,1056,1969,Male
Michael,1049,1969,Male
Paul,933,1969,Male
Mark,902,1969,Male
Andrew,852,1969,Male
Jason,721,1969,Male
Christopher,662,1969,Male
John,654,1969,Male
Stephen,653,1969,Male
Craig,619,1969,Male
Richard,562,1969,Male
Peter,560,1969,Male
Shane,559,1969,Male
Robert,537,1969,Male
Steven,418,1969,Male
Anthony,382,1969,Male
James,368,1969,Male
Grant,358,1969,Male
Wayne,353,1969,Male
Dean,338,1969,Male
Simon,318,1969,Male
Gregory,313,1969,Male
Matthew,302,1969,Male
Timothy,269,1969,Male
Scott,259,1969,Male
Tony,251,1969,Male
Nigel,246,1969,Male
Darren,244,1969,Male
William,238,1969,Male
Philip,234,1969,Male
Brent,234,1969,Male
Brett,221,1969,Male
Ian,213,1969,Male
Gary,209,1969,Male
Glenn,204,1969,Male
Kevin,203,1969,Male
Brendon,194,1969,Male
Nicholas,191,1969,Male
Brian,191,1969,Male
Phillip,186,1969,Male
Jonathan,180,1969,Male
Martin,178,1969,Male
Daniel,178,1969,Male
Bruce,176,1969,Male
Aaron,165,1969,Male
Warren,159,1969,Male
Karl,154,1969,Male
Sean,152,1969,Male
Alan,146,1969,Male
Geoffrey,144,1969,Male
Stuart,143,1969,Male
Neil,141,1969,Male
Colin,138,1969,Male
Adrian,135,1969,Male
Carl,134,1969,Male
Shaun,132,1969,Male
Graeme,127,1969,Male
Antony,127,1969,Male
Murray,126,1969,Male
Glen,126,1969,Male
Gavin,124,1969,Male
Edward,121,1969,Male
Thomas,119,1969,Male
Ross,116,1969,Male
Trevor,116,1969,Male
Graham,116,1969,Male
Brendan,116,1969,Male
Raymond,115,1969,Male
Rodney,113,1969,Male
Roger,113,1969,Male
Barry,113,1969,Male
Joseph,112,1969,Male
Patrick,110,1969,Male
Allan,110,1969,Male
Kerry,108,1969,Male
Jeffrey,108,1969,Male
George,102,1969,Male
Dion,100,1969,Male
Malcolm,97,1969,Male
Hamish,97,1969,Male
Justin,96,1969,Male
Kenneth,95,1969,Male
Blair,95,1969,Male
Douglas,93,1969,Male
Jeremy,92,1969,Male
Darryl,92,1969,Male
Adam,88,1969,Male
Lee,87,1969,Male
Kelvin,86,1969,Male
Todd,85,1969,Male
Russell,84,1969,Male
Charles,83,1969,Male
Lance,79,1969,Male
Samuel,69,1969,Male
Donald,67,1969,Male
Derek,66,1969,Male
Nathan,61,1969,Male
Ronald,59,1969,Male
Bryan,59,1969,Male
Kelly,58,1969,Male
Jason,1365,1970,Male
Michael,959,1970,Male
David,916,1970,Male
Andrew,909,1970,Male
Paul,879,1970,Male
Mark,776,1970,Male
Stephen,648,1970,Male
Craig,631,1970,Male
Christopher,604,1970,Male
Richard,572,1970,Male
John,572,1970,Male
Peter,507,1970,Male
Shane,480,1970,Male
Robert,454,1970,Male
James,383,1970,Male
Steven,380,1970,Male
Matthew,374,1970,Male
Simon,362,1970,Male
Anthony,357,1970,Male
Grant,344,1970,Male
Scott,327,1970,Male
Wayne,323,1970,Male
Dean,310,1970,Male
Aaron,269,1970,Male
Tony,259,1970,Male
Gregory,250,1970,Male
Nicholas,236,1970,Male
Nigel,232,1970,Male
Philip,227,1970,Male
Timothy,223,1970,Male
Brent,223,1970,Male
Glenn,220,1970,Male
William,214,1970,Male
Darren,209,1970,Male
Jonathan,208,1970,Male
Kevin,206,1970,Male
Phillip,192,1970,Male
Brendon,191,1970,Male
Ian,182,1970,Male
Brett,180,1970,Male
Glen,177,1970,Male
Stuart,165,1970,Male
Martin,164,1970,Male
Karl,163,1970,Male
Brian,161,1970,Male
Daniel,161,1970,Male
Bruce,154,1970,Male
Gary,152,1970,Male
Sean,150,1970,Male
Geoffrey,144,1970,Male
Warren,142,1970,Male
Thomas,140,1970,Male
Alan,140,1970,Male
Justin,133,1970,Male
Carl,130,1970,Male
Blair,123,1970,Male
Hamish,120,1970,Male
Dion,118,1970,Male
Graeme,116,1970,Male
Ross,113,1970,Male
Colin,110,1970,Male
Murray,109,1970,Male
Antony,108,1970,Male
Brendan,107,1970,Male
Adam,106,1970,Male
Barry,106,1970,Male
Patrick,105,1970,Male
Edward,105,1970,Male
Raymond,104,1970,Male
Kerry,103,1970,Male
Gavin,103,1970,Male
Shaun,102,1970,Male
Rodney,102,1970,Male
Lance,102,1970,Male
Adrian,102,1970,Male
Russell,99,1970,Male
Jeffrey,99,1970,Male
Graham,99,1970,Male
Trevor,97,1970,Male
Malcolm,97,1970,Male
Kenneth,97,1970,Male
Neil,94,1970,Male
Todd,93,1970,Male
Joseph,91,1970,Male
Douglas,86,1970,Male
Allan,85,1970,Male
Bryan,84,1970,Male
Jeremy,83,1970,Male
Roger,80,1970,Male
George,80,1970,Male
Kelvin,80,1970,Male
Daryl,79,1970,Male
Darryl,78,1970,Male
Mathew,68,1970,Male
Derek,68,1970,Male
Benjamin,68,1970,Male
Charles,68,1970,Male
Lee,67,1970,Male
Vaughan,65,1970,Male
Cameron,62,1970,Male
Jason,1298,1971,Male
Michael,936,1971,Male
David,895,1971,Male
Paul,873,1971,Male
Andrew,838,1971,Male
Craig,788,1971,Male
Mark,769,1971,Male
Christopher,586,1971,Male
Richard,585,1971,Male
Aaron,571,1971,Male
John,525,1971,Male
Stephen,516,1971,Male
Robert,489,1971,Male
Peter,483,1971,Male
Matthew,472,1971,Male
Shane,447,1971,Male
Steven,393,1971,Male
James,382,1971,Male
Scott,348,1971,Male
Anthony,329,1971,Male
Grant,321,1971,Male
Simon,317,1971,Male
Wayne,298,1971,Male
Gregory,288,1971,Male
Dean,270,1971,Male
Brent,249,1971,Male
Nicholas,245,1971,Male
Glenn,242,1971,Male
Tony,239,1971,Male
William,230,1971,Male
Darren,229,1971,Male
Nigel,213,1971,Male
Timothy,200,1971,Male
Justin,195,1971,Male
Brendon,195,1971,Male
Stuart,194,1971,Male
Kevin,192,1971,Male
Philip,184,1971,Male
Brett,182,1971,Male
Jonathan,179,1971,Male
Daniel,177,1971,Male
Ian,176,1971,Male
Jeremy,170,1971,Male
Glen,169,1971,Male
Phillip,162,1971,Male
Blair,162,1971,Male
Sean,159,1971,Male
Karl,158,1971,Male
Hamish,144,1971,Male
Martin,141,1971,Male
Geoffrey,141,1971,Male
Gavin,140,1971,Male
Gary,139,1971,Male
Carl,139,1971,Male
Bruce,135,1971,Male
Warren,134,1971,Male
Brian,133,1971,Male
Ross,126,1971,Male
Thomas,125,1971,Male
Dion,125,1971,Male
Alan,120,1971,Male
Adam,119,1971,Male
Nathan,112,1971,Male
Joseph,112,1971,Male
Antony,112,1971,Male
Patrick,110,1971,Male
Murray,109,1971,Male
Barry,109,1971,Male
Graeme,107,1971,Male
Jeffrey,107,1971,Male
Adrian,107,1971,Male
Brendan,107,1971,Male
Raymond,106,1971,Male
Kerry,104,1971,Male
Rodney,103,1971,Male
Mathew,103,1971,Male
Neil,99,1971,Male
Colin,99,1971,Male
Darryl,98,1971,Male
Clinton,98,1971,Male
Graham,96,1971,Male
Edward,96,1971,Male
Russell,95,1971,Male
Trevor,93,1971,Male
Benjamin,93,1971,Male
Todd,91,1971,Male
Shaun,91,1971,Male
Cameron,88,1971,Male
Roger,86,1971,Male
Gareth,85,1971,Male
Kelvin,84,1971,Male
Marcus,83,1971,Male
George,83,1971,Male
Lance,81,1971,Male
Daryl,81,1971,Male
Allan,79,1971,Male
Vaughan,77,1971,Male
Malcolm,76,1971,Male
Douglas,75,1971,Male
Alexander,70,1971,Male
Jason,1024,1972,Male
Michael,870,1972,Male
David,826,1972,Male
Andrew,812,1972,Male
Paul,753,1972,Male
Craig,725,1972,Male
Mark,718,1972,Male
Aaron,611,1972,Male
Christopher,607,1972,Male
Richard,562,1972,Male
Matthew,541,1972,Male
Robert,474,1972,Male
John,464,1972,Male
Stephen,463,1972,Male
Scott,398,1972,Male
Peter,394,1972,Male
Simon,390,1972,Male
Shane,376,1972,Male
James,373,1972,Male
Steven,327,1972,Male
Anthony,311,1972,Male
Grant,292,1972,Male
Nicholas,262,1972,Male
Gregory,257,1972,Male
Wayne,252,1972,Male
Justin,252,1972,Male
Timothy,232,1972,Male
Daniel,225,1972,Male
William,217,1972,Male
Tony,215,1972,Male
Darren,214,1972,Male
Brent,214,1972,Male
Glenn,210,1972,Male
Glen,209,1972,Male
Brendon,202,1972,Male
Philip,195,1972,Male
Nigel,193,1972,Male
Dean,193,1972,Male
Jonathan,189,1972,Male
Brett,172,1972,Male
Karl,170,1972,Male
Kevin,166,1972,Male
Gavin,157,1972,Male
Jeremy,155,1972,Male
Nathan,153,1972,Male
Phillip,143,1972,Male
Stuart,139,1972,Male
Hamish,135,1972,Male
Carl,131,1972,Male
Adam,129,1972,Male
Geoffrey,128,1972,Male
Brian,128,1972,Male
Ian,127,1972,Male
Joseph,125,1972,Male
Bruce,125,1972,Male
Sean,124,1972,Male
Blair,120,1972,Male
Thomas,119,1972,Male
Dion,119,1972,Male
Adrian,119,1972,Male
Patrick,118,1972,Male
Edward,114,1972,Male
Martin,113,1972,Male
Shaun,112,1972,Male
Lance,111,1972,Male
Gary,105,1972,Male
Cameron,105,1972,Male
Ross,104,1972,Male
Alan,101,1972,Male
Colin,100,1972,Male
Raymond,99,1972,Male
Murray,99,1972,Male
Barry,99,1972,Male
Graham,94,1972,Male
Todd,93,1972,Male
Mathew,93,1972,Male
Kerry,93,1972,Male
Clinton,93,1972,Male
Warren,92,1972,Male
Graeme,92,1972,Male
Jeffrey,91,1972,Male
Gareth,90,1972,Male
Vaughan,89,1972,Male
Benjamin,86,1972,Male
Antony,86,1972,Male
Neil,85,1972,Male
Julian,83,1972,Male
George,81,1972,Male
Damian,81,1972,Male
Douglas,80,1972,Male
Roger,79,1972,Male
Ryan,78,1972,Male
Rodney,78,1972,Male
Jamie,78,1972,Male
Darryl,78,1972,Male
Charles,77,1972,Male
Brendan,76,1972,Male
Trevor,74,1972,Male
Russell,73,1972,Male
Kenneth,73,1972,Male
Michael,920,1973,Male
Jason,787,1973,Male
Andrew,733,1973,Male
David,710,1973,Male
Mark,706,1973,Male
Paul,682,1973,Male
Craig,654,1973,Male
Matthew,612,1973,Male
Christopher,545,1973,Male
Richard,529,1973,Male
Aaron,521,1973,Male
Robert,452,1973,Male
Stephen,432,1973,Male
John,423,1973,Male
James,394,1973,Male
Simon,384,1973,Male
Daniel,380,1973,Male
Shane,371,1973,Male
Scott,363,1973,Male
Peter,324,1973,Male
Nicholas,316,1973,Male
Steven,293,1973,Male
Anthony,251,1973,Male
Grant,247,1973,Male
Justin,234,1973,Male
Dean,218,1973,Male
Wayne,215,1973,Male
William,215,1973,Male
Gregory,210,1973,Male
Glenn,205,1973,Male
Brendon,200,1973,Male
Jonathan,195,1973,Male
Karl,195,1973,Male
Timothy,192,1973,Male
Jeremy,192,1973,Male
Brent,191,1973,Male
Tony,182,1973,Male
Nathan,177,1973,Male
Hamish,173,1973,Male
Kevin,170,1973,Male
Adam,168,1973,Male
Darren,168,1973,Male
Nigel,164,1973,Male
Phillip,159,1973,Male
Shaun,157,1973,Male
Philip,157,1973,Male
Stuart,153,1973,Male
Gavin,149,1973,Male
Carl,140,1973,Male
Joseph,138,1973,Male
Glen,136,1973,Male
Dion,136,1973,Male
Brian,135,1973,Male
Brett,134,1973,Male
Adrian,133,1973,Male
Blair,131,1973,Male
Benjamin,120,1973,Male
Martin,118,1973,Male
Clinton,118,1973,Male
Gareth,117,1973,Male
Raymond,116,1973,Male
Thomas,113,1973,Male
Sean,112,1973,Male
Mathew,111,1973,Male
Geoffrey,109,1973,Male
Ian,109,1973,Male
Bruce,108,1973,Male
Warren,107,1973,Male
Edward,105,1973,Male
Lance,96,1973,Male
Patrick,95,1973,Male
Kerry,95,1973,Male
Ross,92,1973,Male
Vaughan,91,1973,Male
Jamie,91,1973,Male
Bevan,90,1973,Male
Jeffrey,89,1973,Male
Samuel,88,1973,Male
Todd,86,1973,Male
Ryan,85,1973,Male
Damian,85,1973,Male
Marcus,84,1973,Male
Gary,84,1973,Male
Brendan,84,1973,Male
Cameron,83,1973,Male
Malcolm,82,1973,Male
Julian,82,1973,Male
Troy,80,1973,Male
Antony,79,1973,Male
George,78,1973,Male
Graeme,78,1973,Male
Darryl,78,1973,Male
Alan,78,1973,Male
Corey,78,1973,Male
Kyle,74,1973,Male
Kelvin,73,1973,Male
Allan,73,1973,Male
Bradley,70,1973,Male
Leon,68,1973,Male
Murray,68,1973,Male
Michael,880,1974,Male
Mark,732,1974,Male
Andrew,699,1974,Male
David,697,1974,Male
Jason,686,1974,Male
Paul,664,1974,Male
Matthew,582,1974,Male
Daniel,554,1974,Male
Craig,535,1974,Male
Christopher,515,1974,Male
Richard,488,1974,Male
Aaron,463,1974,Male
James,440,1974,Male
Robert,436,1974,Male
John,397,1974,Male
Stephen,372,1974,Male
Shane,355,1974,Male
Simon,350,1974,Male
Scott,326,1974,Male
Steven,319,1974,Male
Peter,310,1974,Male
Nicholas,306,1974,Male
Nathan,281,1974,Male
Anthony,263,1974,Male
Justin,260,1974,Male
Grant,255,1974,Male
Timothy,239,1974,Male
Glenn,230,1974,Male
Dean,225,1974,Male
Tony,222,1974,Male
Jonathan,206,1974,Male
Gregory,202,1974,Male
Brendon,201,1974,Male
William,198,1974,Male
Jeremy,194,1974,Male
Wayne,193,1974,Male
Glen,191,1974,Male
Brent,181,1974,Male
Darren,171,1974,Male
Benjamin,166,1974,Male
Shaun,162,1974,Male
Nigel,161,1974,Male
Karl,153,1974,Male
Adam,153,1974,Male
Stuart,149,1974,Male
Phillip,146,1974,Male
Philip,145,1974,Male
Hamish,145,1974,Male
Carl,140,1974,Male
Dion,136,1974,Male
Blair,136,1974,Male
Joseph,128,1974,Male
Kevin,128,1974,Male
Thomas,120,1974,Male
Mathew,116,1974,Male
Gavin,112,1974,Male
Ian,112,1974,Male
Brett,111,1974,Male
Samuel,110,1974,Male
Clinton,109,1974,Male
Brian,108,1974,Male
Sean,106,1974,Male
Brendan,106,1974,Male
Martin,99,1974,Male
Jamie,99,1974,Male
Bruce,99,1974,Male
Hayden,97,1974,Male
Edward,97,1974,Male
